MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,EloDifference,Form3Home,Form3Away,Form3Difference,Form5Home,Form5Away,Form5Difference,NormProbHome,NormProbDraw,NormProbAway,FTResult
2002-08-28,Everton,Birmingham,1632.1,1558.75,73.34999999999991,4.0,3.0,1.0,7.0,7.0,0.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,D
2002-08-28,Leeds,Sunderland,1779.45,1635.3,144.1500000000001,9.0,2.0,7.0,12.0,3.0,9.0,0.598105548037889,0.2638700947225981,0.13802435723951287,A
2002-08-28,Southampton,Chelsea,1670.28,1774.38,-104.10000000000014,4.0,4.0,0.0,4.0,7.0,-3.0,0.29836065573770487,0.2754098360655738,0.4262295081967213,D
2002-08-31,Birmingham,Leeds,1558.75,1779.45,-220.70000000000005,1.0,6.0,-5.0,5.0,12.0,-7.0,0.22456813819577734,0.2763915547024952,0.4990403071017275,H
2002-08-31,Man City,Everton,1652.75,1632.1,20.65000000000009,3.0,5.0,-2.0,9.0,5.0,4.0,0.517639658793713,0.27554357221942255,0.2068167689868645,H
2002-08-31,Middlesbrough,Blackburn,1652.47,1672.26,-19.789999999999964,2.0,5.0,-3.0,2.0,8.0,-6.0,0.40606871932173133,0.2748772869254797,0.3190539937527889,H
2002-08-31,Sunderland,Man United,1635.3,1883.32,-248.01999999999998,4.0,5.0,-1.0,6.0,8.0,-2.0,0.17995295347621537,0.264636696288552,0.5554103502352326,D
2002-08-31,Tottenham,Southampton,1672.08,1670.28,1.7999999999999545,7.0,2.0,5.0,10.0,5.0,5.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,H
2002-08-31,West Brom,Fulham,1585.39,1635.78,-50.38999999999987,0.0,4.0,-4.0,6.0,8.0,-2.0,0.3416564235534781,0.28079887310801477,0.37754470333850726,H
2002-08-31,West Ham,Charlton,1677.84,1647.51,30.329999999999927,4.0,3.0,1.0,4.0,5.0,-1.0,0.5189990732159407,0.25653382761816496,0.22446709916589433,A
2002-09-01,Bolton,Aston Villa,1581.16,1680.49,-99.32999999999993,0.0,3.0,-3.0,0.0,9.0,-9.0,0.35920783063965395,0.29933985886637826,0.3414523104939676,H
2002-09-01,Chelsea,Arsenal,1782.17,1883.92,-101.75,5.0,7.0,-2.0,8.0,13.0,-5.0,0.3,0.3,0.39999999999999997,D
2002-09-02,Liverpool,Newcastle,1879.52,1766.18,113.33999999999992,7.0,3.0,4.0,13.0,7.0,6.0,0.5554103502352327,0.2646366962885521,0.1799529534762154,D
2002-09-03,Man United,Middlesbrough,1884.67,1661.51,223.16000000000008,5.0,5.0,0.0,6.0,5.0,1.0,0.6755488834678176,0.22462000375304936,0.09983111277913304,H
2002-09-10,Arsenal,Man City,1883.92,1659.96,223.96000000000004,5.0,6.0,-1.0,11.0,9.0,2.0,0.6736308026111361,0.20691200172582241,0.11945719566304147,H
2002-09-10,Middlesbrough,Sunderland,1661.51,1648.54,12.970000000000027,4.0,4.0,0.0,5.0,6.0,-1.0,0.4262295081967213,0.29836065573770487,0.2754098360655738,H
2002-09-11,Aston Villa,Charlton,1680.49,1657.0,23.49000000000001,3.0,6.0,-3.0,6.0,7.0,-1.0,0.4990403071017275,0.2763915547024952,0.22456813819577734,H
2002-09-11,Blackburn,Chelsea,1674.66,1782.17,-107.50999999999999,4.0,3.0,1.0,8.0,6.0,2.0,0.3595505617977528,0.28089887640449435,0.3595505617977528,A
2002-09-11,Fulham,Tottenham,1640.97,1695.84,-54.86999999999989,4.0,9.0,-5.0,5.0,10.0,-5.0,0.37754470333850726,0.28079887310801477,0.3416564235534781,H
2002-09-11,Liverpool,Birmingham,1879.52,1568.26,311.26,5.0,4.0,1.0,11.0,7.0,4.0,0.7186932849364793,0.19963702359346644,0.08166969147005446,D
2002-09-11,Man United,Bolton,1884.67,1581.16,303.51,5.0,3.0,2.0,9.0,3.0,6.0,0.7472826086956521,0.16304347826086957,0.08967391304347826,A
2002-09-11,Newcastle,Leeds,1766.18,1768.35,-2.1699999999998454,4.0,3.0,1.0,7.0,9.0,-2.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,A
2002-09-11,Southampton,Everton,1661.16,1630.47,30.690000000000055,1.0,4.0,-3.0,5.0,5.0,0.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,H
2002-09-11,West Ham,West Brom,1660.07,1584.68,75.38999999999987,1.0,3.0,-2.0,4.0,6.0,-2.0,0.5723380160989195,0.264285495669207,0.16337648823187342,A
2002-09-14,Bolton,Liverpool,1581.16,1879.52,-298.3599999999999,6.0,3.0,3.0,6.0,9.0,-3.0,0.2068167689868645,0.27554357221942255,0.517639658793713,A
2002-09-14,Charlton,Arsenal,1657.0,1883.92,-226.92000000000007,3.0,7.0,-4.0,6.0,11.0,-5.0,0.17995295347621537,0.264636696288552,0.5554103502352326,A
2002-09-14,Chelsea,Newcastle,1782.17,1766.18,15.990000000000009,5.0,1.0,4.0,9.0,4.0,5.0,0.468733903368703,0.27547130936437625,0.2557947872669208,H
2002-09-14,Everton,Middlesbrough,1630.47,1661.51,-31.039999999999964,1.0,6.0,-5.0,5.0,8.0,-3.0,0.38901395767672226,0.2796037820801441,0.3313822602431337,H
2002-09-14,Leeds,Man United,1768.35,1884.67,-116.32000000000016,3.0,4.0,-1.0,9.0,8.0,1.0,0.3255071803054479,0.29838158194666053,0.37611123774789146,H
2002-09-14,Sunderland,Fulham,1648.54,1640.97,7.569999999999936,4.0,4.0,0.0,5.0,7.0,-2.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,A
2002-09-14,West Brom,Southampton,1584.68,1661.16,-76.48000000000002,6.0,4.0,2.0,6.0,5.0,1.0,0.39832869080779937,0.2757660167130919,0.3259052924791086,H
2002-09-15,Man City,Blackburn,1657.87,1667.7,-9.830000000000155,3.0,1.0,2.0,6.0,5.0,1.0,0.468733903368703,0.27547130936437625,0.2557947872669208,D
2002-09-15,Tottenham,West Ham,1688.18,1648.22,39.960000000000036,6.0,1.0,5.0,10.0,4.0,6.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,H
2002-09-16,Birmingham,Aston Villa,1576.21,1680.27,-104.05999999999995,5.0,6.0,-1.0,5.0,6.0,-1.0,0.35920783063965395,0.29933985886637826,0.3414523104939676,H
2002-09-21,Arsenal,Bolton,1885.14,1605.64,279.5,7.0,6.0,1.0,11.0,6.0,5.0,0.7472826086956521,0.16304347826086957,0.08967391304347826,H
2002-09-21,Liverpool,West Brom,1866.67,1596.53,270.1400000000001,5.0,9.0,-4.0,9.0,9.0,0.0,0.7186932849364793,0.19963702359346644,0.08166969147005446,H
2002-09-21,Man United,Tottenham,1871.04,1688.18,182.8599999999999,3.0,6.0,-3.0,5.0,12.0,-7.0,0.6228440015331544,0.23917209658873131,0.1379839018781142,H
2002-09-21,Middlesbrough,Birmingham,1670.06,1576.21,93.84999999999991,3.0,7.0,-4.0,7.0,8.0,-1.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,H
2002-09-21,Newcastle,Sunderland,1757.37,1637.83,119.53999999999996,1.0,1.0,0.0,4.0,4.0,0.0,0.5194617798780709,0.280834024746582,0.1997041953753472,H
2002-09-21,Southampton,Charlton,1666.72,1648.54,18.180000000000064,3.0,3.0,0.0,4.0,6.0,-2.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,D
2002-09-21,West Ham,Man City,1648.22,1657.87,-9.649999999999864,0.0,4.0,-4.0,1.0,7.0,-6.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,D
2002-09-22,Aston Villa,Everton,1680.27,1624.91,55.3599999999999,3.0,3.0,0.0,6.0,7.0,-1.0,0.48754875487548754,0.27452745274527457,0.23792379237923794,H
2002-09-22,Blackburn,Leeds,1667.7,1782.06,-114.3599999999999,1.0,6.0,-5.0,5.0,9.0,-4.0,0.3259052924791086,0.2757660167130919,0.39832869080779937,H
2002-09-23,Fulham,Chelsea,1648.64,1790.01,-141.3699999999999,6.0,7.0,-1.0,10.0,9.0,1.0,0.3414523104939676,0.29933985886637826,0.35920783063965395,D
2002-09-28,Birmingham,Newcastle,1576.21,1757.37,-181.15999999999985,4.0,3.0,1.0,8.0,4.0,4.0,0.3416564235534781,0.28079887310801477,0.37754470333850726,A
2002-09-28,Bolton,Southampton,1605.64,1666.72,-61.07999999999993,3.0,4.0,-1.0,6.0,5.0,1.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,D
2002-09-28,Charlton,Man United,1648.54,1871.04,-222.5,1.0,3.0,-2.0,4.0,7.0,-3.0,0.199277015407293,0.2637489909802408,0.5369739936124662,A
2002-09-28,Chelsea,West Ham,1790.01,1648.22,141.78999999999996,7.0,1.0,6.0,9.0,2.0,7.0,0.5723380160989195,0.264285495669207,0.16337648823187342,A
2002-09-28,Everton,Fulham,1624.91,1648.64,-23.730000000000018,3.0,7.0,-4.0,4.0,8.0,-4.0,0.39832869080779937,0.2757660167130919,0.3259052924791086,H
2002-09-28,Leeds,Arsenal,1782.06,1885.14,-103.08000000000015,6.0,9.0,-3.0,6.0,13.0,-7.0,0.29836065573770487,0.2754098360655738,0.4262295081967213,A
2002-09-28,Man City,Liverpool,1657.87,1866.67,-208.80000000000018,2.0,7.0,-5.0,5.0,9.0,-4.0,0.3190539937527889,0.2748772869254797,0.40606871932173133,A
2002-09-28,Sunderland,Aston Villa,1637.83,1680.27,-42.440000000000055,0.0,6.0,-6.0,4.0,9.0,-5.0,0.37611123774789146,0.29838158194666053,0.3255071803054479,H
2002-09-28,Tottenham,Middlesbrough,1688.18,1670.06,18.12000000000012,3.0,6.0,-3.0,9.0,9.0,0.0,0.48754875487548754,0.27452745274527457,0.23792379237923794,A
2002-09-30,West Brom,Blackburn,1596.53,1667.7,-71.17000000000007,6.0,4.0,2.0,9.0,5.0,4.0,0.3453237410071942,0.2805755395683453,0.37410071942446044,A
2002-10-05,Middlesbrough,Bolton,1683.57,1598.56,85.00999999999999,6.0,1.0,5.0,9.0,7.0,2.0,0.5829800121138704,0.2548455481526347,0.16217443973349485,H
2002-10-05,Newcastle,West Brom,1740.67,1589.21,151.46000000000004,6.0,3.0,3.0,7.0,9.0,-2.0,0.641025641025641,0.2393162393162393,0.11965811965811965,H
2002-10-05,Southampton,Man City,1654.63,1647.99,6.6400000000001,2.0,2.0,0.0,5.0,5.0,0.0,0.38901395767672226,0.2796037820801441,0.3313822602431337,H
2002-10-05,West Ham,Birmingham,1652.69,1576.89,75.79999999999995,4.0,3.0,1.0,4.0,7.0,-3.0,0.517639658793713,0.27554357221942255,0.2068167689868645,A
2002-10-06,Arsenal,Sunderland,1925.28,1621.99,303.28999999999996,9.0,3.0,6.0,13.0,4.0,9.0,0.7676203768318214,0.16329378925331473,0.06908583391486392,H
2002-10-06,Aston Villa,Leeds,1660.7,1768.26,-107.55999999999995,3.0,3.0,0.0,6.0,6.0,0.0,0.3453237410071942,0.2805755395683453,0.37410071942446044,D
2002-10-06,Blackburn,Tottenham,1682.02,1670.98,11.039999999999964,7.0,3.0,4.0,7.0,6.0,1.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,A
2002-10-06,Fulham,Charlton,1660.78,1636.68,24.09999999999991,4.0,1.0,3.0,7.0,4.0,3.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,H
2002-10-06,Liverpool,Chelsea,1865.6,1781.7,83.89999999999986,9.0,4.0,5.0,11.0,8.0,3.0,0.517639658793713,0.27554357221942255,0.2068167689868645,H
2002-10-07,Man United,Everton,1880.51,1635.52,244.99,6.0,6.0,0.0,9.0,6.0,3.0,0.6889952153110047,0.1990430622009569,0.11196172248803828,H
2002-10-19,Blackburn,Newcastle,1684.59,1743.1,-58.50999999999999,6.0,9.0,-3.0,7.0,9.0,-2.0,0.38901395767672226,0.2796037820801441,0.3313822602431337,H
2002-10-19,Everton,Arsenal,1634.49,1935.71,-301.22,3.0,9.0,-6.0,6.0,15.0,-9.0,0.16217443973349485,0.2548455481526347,0.5829800121138704,H
2002-10-19,Fulham,Man United,1669.1,1891.8,-222.70000000000005,4.0,9.0,-5.0,10.0,9.0,1.0,0.2068167689868645,0.27554357221942255,0.517639658793713,D
2002-10-19,Leeds,Liverpool,1769.85,1874.23,-104.38000000000011,1.0,9.0,-8.0,7.0,13.0,-6.0,0.3255071803054479,0.29838158194666053,0.37611123774789146,A
2002-10-19,Man City,Chelsea,1641.47,1758.04,-116.56999999999994,1.0,1.0,0.0,2.0,7.0,-5.0,0.3453237410071942,0.2805755395683453,0.37410071942446044,A
2002-10-19,Sunderland,West Ham,1622.29,1643.37,-21.079999999999927,3.0,4.0,-1.0,3.0,4.0,-1.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,A
2002-10-19,West Brom,Birmingham,1588.22,1590.95,-2.730000000000018,0.0,3.0,-3.0,6.0,7.0,-1.0,0.37611123774789146,0.29838158194666053,0.3255071803054479,D
2002-10-20,Charlton,Middlesbrough,1632.96,1692.44,-59.48000000000002,1.0,9.0,-8.0,1.0,12.0,-11.0,0.3205699020480855,0.2804986642920748,0.3989314336598397,H
2002-10-20,Tottenham,Bolton,1683.22,1594.42,88.79999999999995,3.0,1.0,2.0,6.0,4.0,2.0,0.5829800121138704,0.2548455481526347,0.16217443973349485,H
2002-10-21,Aston Villa,Southampton,1664.54,1665.89,-1.3500000000001364,4.0,5.0,-1.0,7.0,8.0,-1.0,0.517639658793713,0.27554357221942255,0.2068167689868645,A
2002-10-23,Fulham,West Ham,1669.1,1643.37,25.730000000000018,4.0,6.0,-2.0,8.0,7.0,1.0,0.4990403071017275,0.2763915547024952,0.22456813819577734,A
2002-10-26,Arsenal,Blackburn,1935.71,1684.59,251.12000000000012,6.0,6.0,0.0,12.0,10.0,2.0,0.6889952153110047,0.1990430622009569,0.11196172248803828,A
2002-10-26,Birmingham,Man City,1590.95,1641.47,-50.51999999999998,4.0,0.0,4.0,7.0,2.0,5.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,A
2002-10-26,Chelsea,West Brom,1758.04,1588.22,169.81999999999994,3.0,1.0,2.0,7.0,4.0,3.0,0.641025641025641,0.2393162393162393,0.11965811965811965,H
2002-10-26,Liverpool,Tottenham,1874.23,1683.22,191.01,9.0,6.0,3.0,15.0,9.0,6.0,0.5829800121138704,0.2548455481526347,0.16217443973349485,H
2002-10-26,Man United,Aston Villa,1891.8,1664.54,227.26,7.0,1.0,6.0,10.0,4.0,6.0,0.6889952153110047,0.1990430622009569,0.11196172248803828,D
2002-10-26,Middlesbrough,Leeds,1692.44,1769.85,-77.40999999999985,6.0,1.0,5.0,9.0,4.0,5.0,0.40606871932173133,0.2748772869254797,0.3190539937527889,D
2002-10-26,Newcastle,Charlton,1743.1,1632.96,110.13999999999987,6.0,3.0,3.0,9.0,4.0,5.0,0.5829800121138704,0.2548455481526347,0.16217443973349485,H
2002-10-27,Southampton,Fulham,1665.89,1669.1,-3.209999999999809,7.0,4.0,3.0,8.0,5.0,3.0,0.37754470333850726,0.28079887310801477,0.3416564235534781,H
2002-10-27,West Ham,Everton,1643.37,1634.49,8.879999999999882,6.0,6.0,0.0,10.0,9.0,1.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,A
2002-10-28,Bolton,Sunderland,1594.42,1622.29,-27.86999999999989,1.0,3.0,-2.0,1.0,3.0,-2.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,D
2002-11-02,Birmingham,Bolton,1577.3,1583.99,-6.690000000000055,4.0,1.0,3.0,4.0,2.0,2.0,0.468733903368703,0.27547130936437625,0.2557947872669208,H
2002-11-02,Liverpool,West Ham,1875.04,1649.65,225.38999999999987,9.0,6.0,3.0,15.0,9.0,6.0,0.6736308026111361,0.20691200172582241,0.11945719566304147,H
2002-11-02,Man United,Southampton,1864.85,1681.34,183.51,5.0,9.0,-4.0,11.0,11.0,0.0,0.6736308026111361,0.20691200172582241,0.11945719566304147,H
2002-11-02,West Brom,Man City,1579.38,1639.46,-60.07999999999993,1.0,3.0,-2.0,1.0,4.0,-3.0,0.37410071942446044,0.2805755395683453,0.3453237410071942,A
2002-11-03,Blackburn,Aston Villa,1705.66,1658.78,46.88000000000011,6.0,2.0,4.0,12.0,5.0,7.0,0.517639658793713,0.27554357221942255,0.2068167689868645,D
2002-11-03,Charlton,Sunderland,1633.61,1611.11,22.5,3.0,1.0,2.0,4.0,4.0,0.0,0.468733903368703,0.27547130936437625,0.2557947872669208,D
2002-11-03,Fulham,Arsenal,1664.9,1883.93,-219.02999999999997,1.0,3.0,-2.0,4.0,9.0,-5.0,0.199277015407293,0.2637489909802408,0.5369739936124662,A
2002-11-03,Leeds,Everton,1761.08,1654.83,106.25,2.0,6.0,-4.0,2.0,9.0,-7.0,0.517639658793713,0.27554357221942255,0.2068167689868645,A
2002-11-03,Tottenham,Chelsea,1683.73,1770.01,-86.27999999999997,6.0,6.0,0.0,6.0,7.0,-1.0,0.38901395767672226,0.2796037820801441,0.3313822602431337,D
2002-11-04,Newcastle,Middlesbrough,1744.17,1681.72,62.450000000000045,6.0,4.0,2.0,12.0,10.0,2.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,H
2002-11-09,Arsenal,Newcastle,1883.93,1744.17,139.76,3.0,6.0,-3.0,9.0,12.0,-3.0,0.5957446808510638,0.2553191489361702,0.14893617021276595,H
2002-11-09,Aston Villa,Fulham,1658.78,1664.9,-6.120000000000118,2.0,0.0,2.0,3.0,4.0,-1.0,0.40606871932173133,0.2748772869254797,0.3190539937527889,H
2002-11-09,Bolton,West Brom,1583.99,1579.38,4.6099999999999,1.0,1.0,0.0,2.0,1.0,1.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,D
2002-11-09,Chelsea,Birmingham,1770.01,1577.3,192.71000000000004,7.0,4.0,3.0,7.0,7.0,0.0,0.6228440015331544,0.23917209658873131,0.1379839018781142,H
2002-11-09,Everton,Charlton,1654.83,1633.61,21.220000000000027,9.0,4.0,5.0,12.0,4.0,8.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,H
2002-11-09,Man City,Man United,1639.46,1864.85,-225.38999999999987,6.0,5.0,1.0,6.0,11.0,-5.0,0.2557947872669208,0.27547130936437625,0.468733903368703,H
2002-11-09,Middlesbrough,Liverpool,1681.72,1875.04,-193.31999999999994,1.0,9.0,-8.0,7.0,15.0,-8.0,0.27586206896551724,0.27586206896551724,0.4482758620689655,H
2002-11-09,Southampton,Blackburn,1681.34,1705.66,-24.320000000000164,6.0,7.0,-1.0,10.0,10.0,0.0,0.39832869080779937,0.2757660167130919,0.3259052924791086,D
2002-11-10,Sunderland,Tottenham,1611.11,1683.73,-72.62000000000012,2.0,4.0,-2.0,5.0,7.0,-2.0,0.3313822602431337,0.2796037820801441,0.38901395767672226,H
2002-11-10,West Ham,Leeds,1649.65,1761.08,-111.42999999999984,3.0,1.0,2.0,6.0,2.0,4.0,0.37754470333850726,0.28079887310801477,0.3416564235534781,A
2002-11-16,Arsenal,Tottenham,1888.42,1675.58,212.84000000000015,6.0,1.0,5.0,9.0,7.0,2.0,0.5829800121138704,0.2548455481526347,0.16217443973349485,H
2002-11-16,Chelsea,Middlesbrough,1777.15,1689.26,87.8900000000001,7.0,4.0,3.0,10.0,7.0,3.0,0.5194617798780709,0.280834024746582,0.1997041953753472,H
2002-11-16,Man City,Charlton,1666.84,1628.38,38.45999999999981,9.0,1.0,8.0,9.0,4.0,5.0,0.5369739936124661,0.26374899098024074,0.19927701540729298,A
2002-11-16,Newcastle,Southampton,1760.82,1680.32,80.5,6.0,4.0,2.0,9.0,10.0,-1.0,0.5554103502352327,0.2646366962885521,0.1799529534762154,H
2002-11-16,West Brom,Aston Villa,1576.11,1674.14,-98.0300000000002,1.0,5.0,-4.0,2.0,6.0,-4.0,0.3414523104939676,0.29933985886637826,0.35920783063965395,D
2002-11-17,Birmingham,Fulham,1584.77,1654.2,-69.43000000000006,3.0,0.0,3.0,7.0,1.0,6.0,0.38901395767672226,0.2796037820801441,0.3313822602431337,D
2002-11-17,Blackburn,Everton,1706.53,1675.64,30.889999999999873,5.0,9.0,-4.0,8.0,12.0,-4.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,A
2002-11-17,Leeds,Bolton,1758.79,1575.52,183.26999999999998,4.0,2.0,2.0,5.0,2.0,3.0,0.5957446808510638,0.2553191489361702,0.14893617021276595,A
2002-11-17,Liverpool,Sunderland,1868.01,1628.09,239.92000000000007,6.0,5.0,1.0,12.0,5.0,7.0,0.6573181419807186,0.22348816827344434,0.11919368974583698,D
2002-11-17,West Ham,Man United,1642.18,1859.74,-217.55999999999995,0.0,4.0,-4.0,6.0,8.0,-2.0,0.22456813819577734,0.2763915547024952,0.4990403071017275,D
2002-11-23,Aston Villa,West Ham,1674.14,1642.18,31.960000000000036,5.0,1.0,4.0,6.0,4.0,2.0,0.4990403071017275,0.2763915547024952,0.22456813819577734,H
2002-11-23,Bolton,Chelsea,1575.52,1777.15,-201.6300000000001,4.0,7.0,-3.0,5.0,13.0,-8.0,0.2557947872669208,0.27547130936437625,0.468733903368703,D
2002-11-23,Everton,West Brom,1675.64,1576.11,99.5300000000002,9.0,2.0,7.0,15.0,3.0,12.0,0.6227758007117438,0.2491103202846975,0.1281138790035587,H
2002-11-23,Fulham,Liverpool,1654.2,1868.01,-213.80999999999995,1.0,4.0,-3.0,1.0,10.0,-9.0,0.23792379237923794,0.27452745274527457,0.48754875487548754,H
2002-11-23,Man United,Newcastle,1859.74,1760.82,98.92000000000007,4.0,6.0,-2.0,6.0,9.0,-3.0,0.5554103502352327,0.2646366962885521,0.1799529534762154,H
2002-11-23,Middlesbrough,Man City,1689.26,1666.84,22.420000000000073,3.0,6.0,-3.0,4.0,9.0,-5.0,0.517639658793713,0.27554357221942255,0.2068167689868645,H
2002-11-23,Southampton,Arsenal,1680.32,1888.42,-208.10000000000014,1.0,9.0,-8.0,7.0,9.0,-2.0,0.2068167689868645,0.27554357221942255,0.517639658793713,H
2002-11-23,Sunderland,Birmingham,1628.09,1584.77,43.319999999999936,5.0,4.0,1.0,6.0,5.0,1.0,0.468733903368703,0.27547130936437625,0.2557947872669208,A
2002-11-24,Charlton,Blackburn,1628.38,1706.53,-78.14999999999986,4.0,2.0,2.0,7.0,8.0,-1.0,0.37410071942446044,0.2805755395683453,0.3453237410071942,H
2002-11-24,Tottenham,Leeds,1675.58,1758.79,-83.21000000000004,1.0,3.0,-2.0,4.0,4.0,0.0,0.4262295081967213,0.2754098360655738,0.29836065573770487,H
2002-11-30,Arsenal,Aston Villa,1888.42,1674.14,214.27999999999997,6.0,7.0,-1.0,9.0,9.0,0.0,0.6755488834678176,0.22462000375304936,0.09983111277913304,H
2002-11-30,Birmingham,Tottenham,1584.77,1675.58,-90.80999999999995,4.0,3.0,1.0,7.0,4.0,3.0,0.3453237410071942,0.2805755395683453,0.37410071942446044,D
2002-11-30,Blackburn,Fulham,1706.53,1654.2,52.32999999999993,1.0,4.0,-3.0,5.0,4.0,1.0,0.4482758620689655,0.27586206896551724,0.27586206896551724,H
2002-11-30,Chelsea,Sunderland,1777.15,1628.09,149.06000000000017,7.0,4.0,3.0,11.0,6.0,5.0,0.641025641025641,0.2393162393162393,0.11965811965811965,H
