MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,EloDifference,Form3Home,Form3Away,Form3Difference,Form5Home,Form5Away,Form5Difference,OddHome,OddDraw,OddAway,ImpliedProbHome,ImpliedProbDraw,ImpliedProbAway,FTResult
2002-08-31,West Ham,Charlton,1677.84,1647.51,30.329999999999927,4.0,3.0,1.0,4.0,5.0,-1.0,1.73,3.5,4.0,0.5780346820809249,0.2857142857142857,0.25,A
2002-09-01,Bolton,Aston Villa,1581.16,1680.49,-99.32999999999993,0.0,3.0,-3.0,0.0,9.0,-9.0,2.5,3.0,2.63,0.4,0.3333333333333333,0.3802281368821293,H
2002-09-01,Chelsea,Arsenal,1782.17,1883.92,-101.75,5.0,7.0,-2.0,8.0,13.0,-5.0,3.0,3.0,2.25,0.3333333333333333,0.3333333333333333,0.4444444444444444,D
2002-09-02,Liverpool,Newcastle,1879.52,1766.18,113.33999999999992,7.0,3.0,4.0,13.0,7.0,6.0,1.62,3.4,5.0,0.6172839506172839,0.29411764705882354,0.2,D
2002-09-03,Man United,Middlesbrough,1884.67,1661.51,223.16000000000008,5.0,5.0,0.0,6.0,5.0,1.0,1.33,4.0,9.0,0.7518796992481203,0.25,0.1111111111111111,H
2002-09-10,Arsenal,Man City,1883.92,1659.96,223.96000000000004,5.0,6.0,-1.0,11.0,9.0,2.0,1.33,4.33,7.5,0.7518796992481203,0.23094688221709006,0.13333333333333333,H
2002-09-10,Middlesbrough,Sunderland,1661.51,1648.54,12.970000000000027,4.0,4.0,0.0,5.0,6.0,-1.0,2.1,3.0,3.25,0.47619047619047616,0.3333333333333333,0.3076923076923077,H
2002-09-11,Aston Villa,Charlton,1680.49,1657.0,23.49000000000001,3.0,6.0,-3.0,6.0,7.0,-1.0,1.8,3.25,4.0,0.5555555555555556,0.3076923076923077,0.25,H
2002-09-11,Blackburn,Chelsea,1674.66,1782.17,-107.50999999999999,4.0,3.0,1.0,8.0,6.0,2.0,2.5,3.2,2.5,0.4,0.3125,0.4,A
2002-09-11,Fulham,Tottenham,1640.97,1695.84,-54.86999999999989,4.0,9.0,-5.0,5.0,10.0,-5.0,2.38,3.2,2.63,0.42016806722689076,0.3125,0.3802281368821293,H
2002-09-11,Liverpool,Birmingham,1879.52,1568.26,311.26,5.0,4.0,1.0,11.0,7.0,4.0,1.25,4.5,11.0,0.8,0.2222222222222222,0.09090909090909091,D
2002-09-11,Man United,Bolton,1884.67,1581.16,303.51,5.0,3.0,2.0,9.0,3.0,6.0,1.2,5.5,10.0,0.8333333333333334,0.18181818181818182,0.1,A
2002-09-11,Newcastle,Leeds,1766.18,1768.35,-2.1699999999998454,4.0,3.0,1.0,7.0,9.0,-2.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,A
2002-09-11,Southampton,Everton,1661.16,1630.47,30.690000000000055,1.0,4.0,-3.0,5.0,5.0,0.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,H
2002-09-11,West Ham,West Brom,1660.07,1584.68,75.38999999999987,1.0,3.0,-2.0,4.0,6.0,-2.0,1.57,3.4,5.5,0.6369426751592356,0.29411764705882354,0.18181818181818182,A
2002-09-14,Bolton,Liverpool,1581.16,1879.52,-298.3599999999999,6.0,3.0,3.0,6.0,9.0,-3.0,4.33,3.25,1.73,0.23094688221709006,0.3076923076923077,0.5780346820809249,A
2002-09-14,Charlton,Arsenal,1657.0,1883.92,-226.92000000000007,3.0,7.0,-4.0,6.0,11.0,-5.0,5.0,3.4,1.62,0.2,0.29411764705882354,0.6172839506172839,A
2002-09-14,Chelsea,Newcastle,1782.17,1766.18,15.990000000000009,5.0,1.0,4.0,9.0,4.0,5.0,1.91,3.25,3.5,0.5235602094240838,0.3076923076923077,0.2857142857142857,H
2002-09-14,Everton,Middlesbrough,1630.47,1661.51,-31.039999999999964,1.0,6.0,-5.0,5.0,8.0,-3.0,2.3,3.2,2.7,0.4347826086956522,0.3125,0.37037037037037035,H
2002-09-14,Leeds,Man United,1768.35,1884.67,-116.32000000000016,3.0,4.0,-1.0,9.0,8.0,1.0,2.75,3.0,2.38,0.36363636363636365,0.3333333333333333,0.42016806722689076,H
2002-09-14,Sunderland,Fulham,1648.54,1640.97,7.569999999999936,4.0,4.0,0.0,5.0,7.0,-2.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,A
2002-09-14,West Brom,Southampton,1584.68,1661.16,-76.48000000000002,6.0,4.0,2.0,6.0,5.0,1.0,2.25,3.25,2.75,0.4444444444444444,0.3076923076923077,0.36363636363636365,H
2002-09-15,Man City,Blackburn,1657.87,1667.7,-9.830000000000155,3.0,1.0,2.0,6.0,5.0,1.0,1.91,3.25,3.5,0.5235602094240838,0.3076923076923077,0.2857142857142857,D
2002-09-15,Tottenham,West Ham,1688.18,1648.22,39.960000000000036,6.0,1.0,5.0,10.0,4.0,6.0,1.67,3.4,4.5,0.5988023952095809,0.29411764705882354,0.2222222222222222,H
2002-09-16,Birmingham,Aston Villa,1576.21,1680.27,-104.05999999999995,5.0,6.0,-1.0,5.0,6.0,-1.0,2.5,3.0,2.63,0.4,0.3333333333333333,0.3802281368821293,H
2002-09-21,Arsenal,Bolton,1885.14,1605.64,279.5,7.0,6.0,1.0,11.0,6.0,5.0,1.2,5.5,10.0,0.8333333333333334,0.18181818181818182,0.1,H
2002-09-21,Liverpool,West Brom,1866.67,1596.53,270.1400000000001,5.0,9.0,-4.0,9.0,9.0,0.0,1.25,4.5,11.0,0.8,0.2222222222222222,0.09090909090909091,H
2002-09-21,Man United,Tottenham,1871.04,1688.18,182.8599999999999,3.0,6.0,-3.0,5.0,12.0,-7.0,1.44,3.75,6.5,0.6944444444444444,0.26666666666666666,0.15384615384615385,H
2002-09-21,Middlesbrough,Birmingham,1670.06,1576.21,93.84999999999991,3.0,7.0,-4.0,7.0,8.0,-1.0,1.67,3.4,4.5,0.5988023952095809,0.29411764705882354,0.2222222222222222,H
2002-09-21,Newcastle,Sunderland,1757.37,1637.83,119.53999999999996,1.0,1.0,0.0,4.0,4.0,0.0,1.73,3.2,4.5,0.5780346820809249,0.3125,0.2222222222222222,H
2002-09-21,Southampton,Charlton,1666.72,1648.54,18.180000000000064,3.0,3.0,0.0,4.0,6.0,-2.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,D
2002-09-21,West Ham,Man City,1648.22,1657.87,-9.649999999999864,0.0,4.0,-4.0,1.0,7.0,-6.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,D
2002-09-22,Aston Villa,Everton,1680.27,1624.91,55.3599999999999,3.0,3.0,0.0,6.0,7.0,-1.0,1.83,3.25,3.75,0.5464480874316939,0.3076923076923077,0.26666666666666666,H
2002-09-22,Blackburn,Leeds,1667.7,1782.06,-114.3599999999999,1.0,6.0,-5.0,5.0,9.0,-4.0,2.75,3.25,2.25,0.36363636363636365,0.3076923076923077,0.4444444444444444,H
2002-09-23,Fulham,Chelsea,1648.64,1790.01,-141.3699999999999,6.0,7.0,-1.0,10.0,9.0,1.0,2.63,3.0,2.5,0.3802281368821293,0.3333333333333333,0.4,D
2002-09-28,Birmingham,Newcastle,1576.21,1757.37,-181.15999999999985,4.0,3.0,1.0,8.0,4.0,4.0,2.63,3.2,2.38,0.3802281368821293,0.3125,0.42016806722689076,A
2002-09-28,Bolton,Southampton,1605.64,1666.72,-61.07999999999993,3.0,4.0,-1.0,6.0,5.0,1.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,D
2002-09-28,Charlton,Man United,1648.54,1871.04,-222.5,1.0,3.0,-2.0,4.0,7.0,-3.0,4.5,3.4,1.67,0.2222222222222222,0.29411764705882354,0.5988023952095809,A
2002-09-28,Chelsea,West Ham,1790.01,1648.22,141.78999999999996,7.0,1.0,6.0,9.0,2.0,7.0,1.57,3.4,5.5,0.6369426751592356,0.29411764705882354,0.18181818181818182,A
2002-09-28,Everton,Fulham,1624.91,1648.64,-23.730000000000018,3.0,7.0,-4.0,4.0,8.0,-4.0,2.25,3.25,2.75,0.4444444444444444,0.3076923076923077,0.36363636363636365,H
2002-09-28,Leeds,Arsenal,1782.06,1885.14,-103.08000000000015,6.0,9.0,-3.0,6.0,13.0,-7.0,3.0,3.25,2.1,0.3333333333333333,0.3076923076923077,0.47619047619047616,A
2002-09-28,Man City,Liverpool,1657.87,1866.67,-208.80000000000018,2.0,7.0,-5.0,5.0,9.0,-4.0,2.8,3.25,2.2,0.35714285714285715,0.3076923076923077,0.45454545454545453,A
2002-09-28,Sunderland,Aston Villa,1637.83,1680.27,-42.440000000000055,0.0,6.0,-6.0,4.0,9.0,-5.0,2.38,3.0,2.75,0.42016806722689076,0.3333333333333333,0.36363636363636365,H
2002-09-28,Tottenham,Middlesbrough,1688.18,1670.06,18.12000000000012,3.0,6.0,-3.0,9.0,9.0,0.0,1.83,3.25,3.75,0.5464480874316939,0.3076923076923077,0.26666666666666666,A
2002-09-30,West Brom,Blackburn,1596.53,1667.7,-71.17000000000007,6.0,4.0,2.0,9.0,5.0,4.0,2.6,3.2,2.4,0.3846153846153846,0.3125,0.4166666666666667,A
2002-10-05,Middlesbrough,Bolton,1683.57,1598.56,85.00999999999999,6.0,1.0,5.0,9.0,7.0,2.0,1.53,3.5,5.5,0.6535947712418301,0.2857142857142857,0.18181818181818182,H
2002-10-05,Newcastle,West Brom,1740.67,1589.21,151.46000000000004,6.0,3.0,3.0,7.0,9.0,-2.0,1.4,3.75,7.5,0.7142857142857143,0.26666666666666666,0.13333333333333333,H
2002-10-05,Southampton,Man City,1654.63,1647.99,6.6400000000001,2.0,2.0,0.0,5.0,5.0,0.0,2.3,3.2,2.7,0.4347826086956522,0.3125,0.37037037037037035,H
2002-10-05,West Ham,Birmingham,1652.69,1576.89,75.79999999999995,4.0,3.0,1.0,4.0,7.0,-3.0,1.73,3.25,4.33,0.5780346820809249,0.3076923076923077,0.23094688221709006,A
2002-10-06,Arsenal,Sunderland,1925.28,1621.99,303.28999999999996,9.0,3.0,6.0,13.0,4.0,9.0,1.17,5.5,13.0,0.8547008547008548,0.18181818181818182,0.07692307692307693,H
2002-10-06,Aston Villa,Leeds,1660.7,1768.26,-107.55999999999995,3.0,3.0,0.0,6.0,6.0,0.0,2.6,3.2,2.4,0.3846153846153846,0.3125,0.4166666666666667,D
2002-10-06,Blackburn,Tottenham,1682.02,1670.98,11.039999999999964,7.0,3.0,4.0,7.0,6.0,1.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,A
2002-10-06,Fulham,Charlton,1660.78,1636.68,24.09999999999991,4.0,1.0,3.0,7.0,4.0,3.0,1.67,3.4,4.5,0.5988023952095809,0.29411764705882354,0.2222222222222222,H
2002-10-06,Liverpool,Chelsea,1865.6,1781.7,83.89999999999986,9.0,4.0,5.0,11.0,8.0,3.0,1.73,3.25,4.33,0.5780346820809249,0.3076923076923077,0.23094688221709006,H
2002-10-07,Man United,Everton,1880.51,1635.52,244.99,6.0,6.0,0.0,9.0,6.0,3.0,1.3,4.5,8.0,0.7692307692307692,0.2222222222222222,0.125,H
2002-10-19,Blackburn,Newcastle,1684.59,1743.1,-58.50999999999999,6.0,9.0,-3.0,7.0,9.0,-2.0,2.3,3.2,2.7,0.4347826086956522,0.3125,0.37037037037037035,H
2002-10-19,Everton,Arsenal,1634.49,1935.71,-301.22,3.0,9.0,-6.0,6.0,15.0,-9.0,5.5,3.5,1.53,0.18181818181818182,0.2857142857142857,0.6535947712418301,H
2002-10-19,Fulham,Man United,1669.1,1891.8,-222.70000000000005,4.0,9.0,-5.0,10.0,9.0,1.0,4.33,3.25,1.73,0.23094688221709006,0.3076923076923077,0.5780346820809249,D
2002-10-19,Leeds,Liverpool,1769.85,1874.23,-104.38000000000011,1.0,9.0,-8.0,7.0,13.0,-6.0,2.75,3.0,2.38,0.36363636363636365,0.3333333333333333,0.42016806722689076,A
2002-10-19,Man City,Chelsea,1641.47,1758.04,-116.56999999999994,1.0,1.0,0.0,2.0,7.0,-5.0,2.6,3.2,2.4,0.3846153846153846,0.3125,0.4166666666666667,A
2002-10-19,Sunderland,West Ham,1622.29,1643.37,-21.079999999999927,3.0,4.0,-1.0,3.0,4.0,-1.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,A
2002-10-19,West Brom,Birmingham,1588.22,1590.95,-2.730000000000018,0.0,3.0,-3.0,6.0,7.0,-1.0,2.38,3.0,2.75,0.42016806722689076,0.3333333333333333,0.36363636363636365,D
2002-10-20,Charlton,Middlesbrough,1632.96,1692.44,-59.48000000000002,1.0,9.0,-8.0,1.0,12.0,-11.0,2.8,3.2,2.25,0.35714285714285715,0.3125,0.4444444444444444,H
2002-10-20,Tottenham,Bolton,1683.22,1594.42,88.79999999999995,3.0,1.0,2.0,6.0,4.0,2.0,1.53,3.5,5.5,0.6535947712418301,0.2857142857142857,0.18181818181818182,H
2002-10-21,Aston Villa,Southampton,1664.54,1665.89,-1.3500000000001364,4.0,5.0,-1.0,7.0,8.0,-1.0,1.73,3.25,4.33,0.5780346820809249,0.3076923076923077,0.23094688221709006,A
2002-10-23,Fulham,West Ham,1669.1,1643.37,25.730000000000018,4.0,6.0,-2.0,8.0,7.0,1.0,1.8,3.25,4.0,0.5555555555555556,0.3076923076923077,0.25,A
2002-10-26,Arsenal,Blackburn,1935.71,1684.59,251.12000000000012,6.0,6.0,0.0,12.0,10.0,2.0,1.3,4.5,8.0,0.7692307692307692,0.2222222222222222,0.125,A
2002-10-26,Birmingham,Man City,1590.95,1641.47,-50.51999999999998,4.0,0.0,4.0,7.0,2.0,5.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,A
2002-10-26,Chelsea,West Brom,1758.04,1588.22,169.81999999999994,3.0,1.0,2.0,7.0,4.0,3.0,1.4,3.75,7.5,0.7142857142857143,0.26666666666666666,0.13333333333333333,H
2002-10-26,Liverpool,Tottenham,1874.23,1683.22,191.01,9.0,6.0,3.0,15.0,9.0,6.0,1.53,3.5,5.5,0.6535947712418301,0.2857142857142857,0.18181818181818182,H
2002-10-26,Man United,Aston Villa,1891.8,1664.54,227.26,7.0,1.0,6.0,10.0,4.0,6.0,1.3,4.5,8.0,0.7692307692307692,0.2222222222222222,0.125,D
2002-10-26,Middlesbrough,Leeds,1692.44,1769.85,-77.40999999999985,6.0,1.0,5.0,9.0,4.0,5.0,2.2,3.25,2.8,0.45454545454545453,0.3076923076923077,0.35714285714285715,D
2002-10-26,Newcastle,Charlton,1743.1,1632.96,110.13999999999987,6.0,3.0,3.0,9.0,4.0,5.0,1.53,3.5,5.5,0.6535947712418301,0.2857142857142857,0.18181818181818182,H
2002-10-27,Southampton,Fulham,1665.89,1669.1,-3.209999999999809,7.0,4.0,3.0,8.0,5.0,3.0,2.38,3.2,2.63,0.42016806722689076,0.3125,0.3802281368821293,H
2002-10-27,West Ham,Everton,1643.37,1634.49,8.879999999999882,6.0,6.0,0.0,10.0,9.0,1.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,A
2002-10-28,Bolton,Sunderland,1594.42,1622.29,-27.86999999999989,1.0,3.0,-2.0,1.0,3.0,-2.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,D
2002-11-02,Birmingham,Bolton,1577.3,1583.99,-6.690000000000055,4.0,1.0,3.0,4.0,2.0,2.0,1.91,3.25,3.5,0.5235602094240838,0.3076923076923077,0.2857142857142857,H
2002-11-02,Liverpool,West Ham,1875.04,1649.65,225.38999999999987,9.0,6.0,3.0,15.0,9.0,6.0,1.33,4.33,7.5,0.7518796992481203,0.23094688221709006,0.13333333333333333,H
2002-11-02,Man United,Southampton,1864.85,1681.34,183.51,5.0,9.0,-4.0,11.0,11.0,0.0,1.33,4.33,7.5,0.7518796992481203,0.23094688221709006,0.13333333333333333,H
2002-11-02,West Brom,Man City,1579.38,1639.46,-60.07999999999993,1.0,3.0,-2.0,1.0,4.0,-3.0,2.4,3.2,2.6,0.4166666666666667,0.3125,0.3846153846153846,A
2002-11-03,Blackburn,Aston Villa,1705.66,1658.78,46.88000000000011,6.0,2.0,4.0,12.0,5.0,7.0,1.73,3.25,4.33,0.5780346820809249,0.3076923076923077,0.23094688221709006,D
2002-11-03,Charlton,Sunderland,1633.61,1611.11,22.5,3.0,1.0,2.0,4.0,4.0,0.0,1.91,3.25,3.5,0.5235602094240838,0.3076923076923077,0.2857142857142857,D
2002-11-03,Fulham,Arsenal,1664.9,1883.93,-219.02999999999997,1.0,3.0,-2.0,4.0,9.0,-5.0,4.5,3.4,1.67,0.2222222222222222,0.29411764705882354,0.5988023952095809,A
2002-11-03,Leeds,Everton,1761.08,1654.83,106.25,2.0,6.0,-4.0,2.0,9.0,-7.0,1.73,3.25,4.33,0.5780346820809249,0.3076923076923077,0.23094688221709006,A
2002-11-03,Tottenham,Chelsea,1683.73,1770.01,-86.27999999999997,6.0,6.0,0.0,6.0,7.0,-1.0,2.3,3.2,2.7,0.4347826086956522,0.3125,0.37037037037037035,D
2002-11-04,Newcastle,Middlesbrough,1744.17,1681.72,62.450000000000045,6.0,4.0,2.0,12.0,10.0,2.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,H
2002-11-09,Arsenal,Newcastle,1883.93,1744.17,139.76,3.0,6.0,-3.0,9.0,12.0,-3.0,1.5,3.5,6.0,0.6666666666666666,0.2857142857142857,0.16666666666666666,H
2002-11-09,Aston Villa,Fulham,1658.78,1664.9,-6.120000000000118,2.0,0.0,2.0,3.0,4.0,-1.0,2.2,3.25,2.8,0.45454545454545453,0.3076923076923077,0.35714285714285715,H
2002-11-09,Bolton,West Brom,1583.99,1579.38,4.6099999999999,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.25,3.25,0.5,0.3076923076923077,0.3076923076923077,D
2002-11-09,Chelsea,Birmingham,1770.01,1577.3,192.71000000000004,7.0,4.0,3.0,7.0,7.0,0.0,1.44,3.75,6.5,0.6944444444444444,0.26666666666666666,0.15384615384615385,H
2002-11-09,Everton,Charlton,1654.83,1633.61,21.220000000000027,9.0,4.0,5.0,12.0,4.0,8.0,1.67,3.4,4.5,0.5988023952095809,0.29411764705882354,0.2222222222222222,H
2002-11-09,Man City,Man United,1639.46,1864.85,-225.38999999999987,6.0,5.0,1.0,6.0,11.0,-5.0,3.5,3.25,1.91,0.2857142857142857,0.3076923076923077,0.5235602094240838,H
2002-11-09,Middlesbrough,Liverpool,1681.72,1875.04,-193.31999999999994,1.0,9.0,-8.0,7.0,15.0,-8.0,3.25,3.25,2.0,0.3076923076923077,0.3076923076923077,0.5,H
2002-11-09,Southampton,Blackburn,1681.34,1705.66,-24.320000000000164,6.0,7.0,-1.0,10.0,10.0,0.0,2.25,3.25,2.75,0.4444444444444444,0.3076923076923077,0.36363636363636365,D
2002-11-10,Sunderland,Tottenham,1611.11,1683.73,-72.62000000000012,2.0,4.0,-2.0,5.0,7.0,-2.0,2.7,3.2,2.3,0.37037037037037035,0.3125,0.4347826086956522,H
2002-11-10,West Ham,Leeds,1649.65,1761.08,-111.42999999999984,3.0,1.0,2.0,6.0,2.0,4.0,2.38,3.2,2.63,0.42016806722689076,0.3125,0.3802281368821293,A
2002-11-16,Arsenal,Tottenham,1888.42,1675.58,212.84000000000015,6.0,1.0,5.0,9.0,7.0,2.0,1.53,3.5,5.5,0.6535947712418301,0.2857142857142857,0.18181818181818182,H
2002-11-16,Chelsea,Middlesbrough,1777.15,1689.26,87.8900000000001,7.0,4.0,3.0,10.0,7.0,3.0,1.73,3.2,4.5,0.5780346820809249,0.3125,0.2222222222222222,H
2002-11-16,Man City,Charlton,1666.84,1628.38,38.45999999999981,9.0,1.0,8.0,9.0,4.0,5.0,1.67,3.4,4.5,0.5988023952095809,0.29411764705882354,0.2222222222222222,A
2002-11-16,Newcastle,Southampton,1760.82,1680.32,80.5,6.0,4.0,2.0,9.0,10.0,-1.0,1.62,3.4,5.0,0.6172839506172839,0.29411764705882354,0.2,H
2002-11-16,West Brom,Aston Villa,1576.11,1674.14,-98.0300000000002,1.0,5.0,-4.0,2.0,6.0,-4.0,2.63,3.0,2.5,0.3802281368821293,0.3333333333333333,0.4,D
2002-11-17,Birmingham,Fulham,1584.77,1654.2,-69.43000000000006,3.0,0.0,3.0,7.0,1.0,6.0,2.3,3.2,2.7,0.4347826086956522,0.3125,0.37037037037037035,D
2002-11-17,Blackburn,Everton,1706.53,1675.64,30.889999999999873,5.0,9.0,-4.0,8.0,12.0,-4.0,2.1,3.25,3.0,0.47619047619047616,0.3076923076923077,0.3333333333333333,A
2002-11-17,Leeds,Bolton,1758.79,1575.52,183.26999999999998,4.0,2.0,2.0,5.0,2.0,3.0,1.5,3.5,6.0,0.6666666666666666,0.2857142857142857,0.16666666666666666,A
